run,reference,tagged,comment
R1356RT2,PEPFAR_RT2_HXB2,yes,
R1376RT2,PEPFAR_RT2_HXB2,yes,
R1382RT2,PEPFAR_RT2_HXB2,yes,
R1395RT2,PEPFAR_RT2_HXB2,yes,
R1529RT2,PEPFAR_RT2_HXB2,yes,
R1546RT2,PEPFAR_RT2_HXB2,yes,
R1551RT2,PEPFAR_RT2_HXB2,yes,
R1562RT2,PEPFAR_RT2_HXB2,yes,
R1592RT2,PEPFAR_RT2_HXB2,yes,
R1597RT2,PEPFAR_RT2_HXB2,yes,
R1614RT2,PEPFAR_RT2_HXB2,yes,
R1649RT2,PEPFAR_RT2_HXB2,yes,
R3044RT2,PEPFAR_RT2_HXB2,yes,
R3062RT2,PEPFAR_RT2_HXB2,yes,
R3070RT2,PEPFAR_RT2_HXB2,yes,
R3074RT2,PEPFAR_RT2_HXB2,yes,
R3094RT2,PEPFAR_RT2_HXB2,yes,
PIC64236_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC71101_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC78882_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC34971_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC28477_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC16767_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC13600_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC23898_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC94960_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC30756_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC27779_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC68008_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC60090_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC66314_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC63245_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC81206_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC27067_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC64236_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC71101_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC78882_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC34971_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC28477_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC16767_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC13600_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC23898_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC94960_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC30756_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC27779_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC68008_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC60090_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC66314_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC63245_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC81206_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
R1065_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R1118_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R1125_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R1194_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R1334_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R1353_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R2051_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R3021_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R3066_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R3107_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R3155_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R3181_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R1065_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
R1118_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
R1125_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
R1194_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
R1334_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
R1353_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
R2051_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
R3021_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
R3066_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
R3107_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
R3155_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
R3181_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
104_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
107_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
115_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
117_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
118_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
129_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
139_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
143_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
152_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
158_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
160_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
167_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
168_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
174_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
188_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
189_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
191_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
194_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
196_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
211_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
214_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
216_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
219_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
220_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
226_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
227_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
232_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
235_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
236_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
238_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
240_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
245_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
252_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
263_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
277_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
104_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
107_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
115_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
117_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
118_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
129_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
139_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
143_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
152_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
158_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
160_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
167_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
168_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
174_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
188_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
189_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
191_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
194_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
196_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
211_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
214_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
216_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
219_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
220_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
226_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
227_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
232_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
235_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
236_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
238_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
240_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
245_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
252_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
263_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
277_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq2
PIC27067-RNA_baseline,AF033819_pol,no,nofilter
PIC83673-RNA_baseline,AF033819_pol,no,nofilter
PIC87014-RNA_baseline,AF033819_pol,no,nofilter
PIC38526-RNA_baseline,AF033819_pol,no,nofilter
PIC78882-RNA_baseline,AF033819_pol,no,nofilter
PIC75688-RNA_baseline,AF033819_pol,no,nofilter
PIC71276-RNA_baseline,AF033819_pol,no,nofilter
PIC83747-RNA_baseline,AF033819_pol,no,nofilter
PIC59530-RNA_baseline,AF033819_pol,no,nofilter
PIC38417-RNA_baseline,AF033819_pol,no,nofilter
PIC14359-RNA_baseline,AF033819_pol,no,nofilter
PIC68169-RNA_baseline,AF033819_pol,no,nofilter
PIC13600-RNA_baseline,AF033819_pol,no,nofilter
PIC23898-RNA_baseline,AF033819_pol,no,nofilter
PIC94960-RNA_baseline,AF033819_pol,no,nofilter
PIC30756-RNA_baseline,AF033819_pol,no,nofilter
PIC27779-RNA_baseline,AF033819_pol,no,nofilter
PIC68008-RNA_baseline,AF033819_pol,no,nofilter
PIC82712-RNA_baseline,AF033819_pol,no,nofilter
PIC45799-RNA_baseline,AF033819_pol,no,nofilter
PIC55754-RNA_baseline,AF033819_pol,no,nofilter
PIC99203-RNA_baseline,AF033819_pol,no,nofilter
PIC60090-RNA_baseline,AF033819_pol,no,nofilter
PIC89071-RNA_baseline,AF033819_pol,no,nofilter
PIC64362-RNA_baseline,AF033819_pol,no,nofilter
PIC66314-RNA_baseline,AF033819_pol,no,nofilter
PIC81206-RNA_baseline,AF033819_pol,no,nofilter
PIC27067-DNA_baseline,AF033819_pol,no,nofilter
PIC83673-DNA_baseline,AF033819_pol,no,nofilter
PIC87014-DNA_baseline,AF033819_pol,no,nofilter
PIC11439-DNA_baseline,AF033819_pol,no,nofilter
PIC64236-DNA_baseline,AF033819_pol,no,nofilter
PIC71101-DNA_baseline,AF033819_pol,no,nofilter
PIC78882-DNA_baseline,AF033819_pol,no,nofilter
PIC75688-DNA_baseline,AF033819_pol,no,nofilter
PIC83747-DNA_baseline,AF033819_pol,no,nofilter
PIC34971-DNA_baseline,AF033819_pol,no,nofilter
PIC59530-DNA_baseline,AF033819_pol,no,nofilter
PIC38417-DNA_baseline,AF033819_pol,no,nofilter
PIC14359-DNA_baseline,AF033819_pol,no,nofilter
PIC28477-DNA_baseline,AF033819_pol,no,nofilter
PIC58750-DNA_baseline,AF033819_pol,no,nofilter
PIC41325-DNA_baseline,AF033819_pol,no,nofilter
PIC88403-DNA_baseline,AF033819_pol,no,nofilter
PIC54805-DNA_baseline,AF033819_pol,no,nofilter
PIC16767-DNA_baseline,AF033819_pol,no,nofilter
PIC17543-DNA_baseline,AF033819_pol,no,nofilter
PIC13600-DNA_baseline,AF033819_pol,no,nofilter
PIC23898-DNA_baseline,AF033819_pol,no,nofilter
PIC94960-DNA_baseline,AF033819_pol,no,nofilter
PIC25122-DNA_baseline,AF033819_pol,no,nofilter
PIC53380-DNA_baseline,AF033819_pol,no,nofilter
PIC26767-DNA_baseline,AF033819_pol,no,nofilter
PIC30756-DNA_baseline,AF033819_pol,no,nofilter
PIC27779-DNA_baseline,AF033819_pol,no,nofilter
PIC68008-DNA_baseline,AF033819_pol,no,nofilter
PIC82712-DNA_baseline,AF033819_pol,no,nofilter
PIC45799-DNA_baseline,AF033819_pol,no,nofilter
PIC55754-DNA_baseline,AF033819_pol,no,nofilter
PIC60090-DNA_baseline,AF033819_pol,no,nofilter
PIC54566-DNA_baseline,AF033819_pol,no,nofilter
PIC89071-DNA_baseline,AF033819_pol,no,nofilter
PIC64362-DNA_baseline,AF033819_pol,no,nofilter
PIC60841-DNA_baseline,AF033819_pol,no,nofilter
PIC37858-DNA_baseline,AF033819_pol,no,nofilter
PIC66314-DNA_baseline,AF033819_pol,no,nofilter
PIC63245-DNA_baseline,AF033819_pol,no,nofilter
PIC81206-DNA_baseline,AF033819_pol,no,nofilter
pKS-pol-ill_RT1_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter
PKS-pol-ill_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter
140_RT1_run13_DNA,PEPFAR_RT1_HXB2,no,nofilter
270_RT1_run13_DNA,PEPFAR_RT1_HXB2,no,nofilter
140_RT2_run13_DNA,PEPFAR_RT2_HXB2,no,nofilter
270_RT2_run13_DNA,PEPFAR_RT2_HXB2,no,nofilter
R1005_RT1_run13_RNA,PEPFAR_RT1_HXB2,yes,nofilter
R1027_RT1_run13_RNA,PEPFAR_RT1_HXB2,yes,nofilter
R1030_RT1_run13_RNA,PEPFAR_RT1_HXB2,yes,nofilter
R1033_RT1_run13_RNA,PEPFAR_RT1_HXB2,yes,nofilter
R1069_RT1_run13_RNA,PEPFAR_RT1_HXB2,yes,nofilter
R1077_RT1_run13_RNA,PEPFAR_RT1_HXB2,yes,nofilter
R1097_RT1_run13_RNA,PEPFAR_RT1_HXB2,yes,nofilter
R1131_RT1_run13_RNA,PEPFAR_RT1_HXB2,yes,nofilter
R1155_RT1_run13_RNA,PEPFAR_RT1_HXB2,yes,nofilter
R1225_RT1_run13_RNA,PEPFAR_RT1_HXB2,yes,nofilter
R1249_RT1_run13_RNA,PEPFAR_RT1_HXB2,yes,nofilter
R1253_RT1_run13_RNA,PEPFAR_RT1_HXB2,yes,nofilter
R1420_RT1_run13_RNA,PEPFAR_RT1_HXB2,yes,nofilter
R1486_RT1_run13_RNA,PEPFAR_RT1_HXB2,yes,nofilter
R1667_RT1_run13_RNA,PEPFAR_RT1_HXB2,yes,nofilter
R3129_RT1_run13_RNA,PEPFAR_RT1_HXB2,yes,nofilter
R1005_RT2_run13_RNA,PEPFAR_RT2_HXB2,yes,nofilter
R1027_RT2_run13_RNA,PEPFAR_RT2_HXB2,yes,nofilter
R1030_RT2_run13_RNA,PEPFAR_RT2_HXB2,yes,nofilter
R1033_RT2_run13_RNA,PEPFAR_RT2_HXB2,yes,nofilter
R1069_RT2_run13_RNA,PEPFAR_RT2_HXB2,yes,nofilter
R1077_RT2_run13_RNA,PEPFAR_RT2_HXB2,yes,nofilter
R1097_RT2_run13_RNA,PEPFAR_RT2_HXB2,yes,nofilter
R1131_RT2_run13_RNA,PEPFAR_RT2_HXB2,yes,nofilter
R1155_RT2_run13_RNA,PEPFAR_RT2_HXB2,yes,nofilter
R1225_RT2_run13_RNA,PEPFAR_RT2_HXB2,yes,nofilter
R1249_RT2_run13_RNA,PEPFAR_RT2_HXB2,yes,nofilter
R1253_RT2_run13_RNA,PEPFAR_RT2_HXB2,yes,nofilter
R1420_RT2_run13_RNA,PEPFAR_RT2_HXB2,yes,nofilter
R1486_RT2_run13_RNA,PEPFAR_RT2_HXB2,yes,nofilter
R1547_RT2_run13_RNA,PEPFAR_RT2_HXB2,yes,nofilter
R1642_RT2_run13_RNA,PEPFAR_RT2_HXB2,yes,nofilter
R1667_RT2_run13_RNA,PEPFAR_RT2_HXB2,yes,nofilter
R1673_RT2_run13_RNA,PEPFAR_RT2_HXB2,yes,nofilter
R3129_RT2_run13_RNA,PEPFAR_RT2_HXB2,yes,nofilter
PIC27067_24wk_RT1_DNA,PEPFAR_RT1_HXB2,no,nofilter
PIC87014_24wk_RT1_DNA,PEPFAR_RT1_HXB2,no,nofilter
PIC11439_24wk_RT1_DNA,PEPFAR_RT1_HXB2,no,nofilter
PIC64236_24wk_RT1_DNA,PEPFAR_RT1_HXB2,no,nofilter
PIC71101_24wk_RT1_DNA,PEPFAR_RT1_HXB2,no,nofilter
PIC34971_24wk_RT1_DNA,PEPFAR_RT1_HXB2,no,nofilter
PIC28477_24wk_RT1_DNA,PEPFAR_RT1_HXB2,no,nofilter
PIC54805_24wk_RT1_DNA,PEPFAR_RT1_HXB2,no,nofilter
PIC16767_24wk_RT1_DNA,PEPFAR_RT1_HXB2,no,nofilter
PIC94960_24wk_RT1_DNA,PEPFAR_RT1_HXB2,no,nofilter
PIC25122_24wk_RT1_DNA,PEPFAR_RT1_HXB2,no,nofilter
PIC30756_24wk_RT1_DNA,PEPFAR_RT1_HXB2,no,nofilter
PIC27779_24wk_RT1_DNA,PEPFAR_RT1_HXB2,no,nofilter
PIC68008_24wk_RT1_DNA,PEPFAR_RT1_HXB2,no,nofilter
PIC89071_24wk_RT1_DNA,PEPFAR_RT1_HXB2,no,nofilter
PIC37858_24wk_RT1_DNA,PEPFAR_RT1_HXB2,no,nofilter
PIC66314_24wk_RT1_DNA,PEPFAR_RT1_HXB2,no,nofilter
PIC27067_24wk_RT2_DNA,PEPFAR_RT2_HXB2,no,nofilter
PIC87014_24wk_RT2_DNA,PEPFAR_RT2_HXB2,no,nofilter
PIC11439_24wk_RT2_DNA,PEPFAR_RT2_HXB2,no,nofilter
PIC64236_24wk_RT2_DNA,PEPFAR_RT2_HXB2,no,nofilter
PIC71101_24wk_RT2_DNA,PEPFAR_RT2_HXB2,no,nofilter
PIC34971_24wk_RT2_DNA,PEPFAR_RT2_HXB2,no,nofilter
PIC28477_24wk_RT2_DNA,PEPFAR_RT2_HXB2,no,nofilter
PIC54805_24wk_RT2_DNA,PEPFAR_RT2_HXB2,no,nofilter
PIC16767_24wk_RT2_DNA,PEPFAR_RT2_HXB2,no,nofilter
PIC94960_24wk_RT2_DNA,PEPFAR_RT2_HXB2,no,nofilter
PIC25122_24wk_RT2_DNA,PEPFAR_RT2_HXB2,no,nofilter
PIC30756_24wk_RT2_DNA,PEPFAR_RT2_HXB2,no,nofilter
PIC27779_24wk_RT2_DNA,PEPFAR_RT2_HXB2,no,nofilter
PIC68008_24wk_RT2_DNA,PEPFAR_RT2_HXB2,no,nofilter
PIC89071_24wk_RT2_DNA,PEPFAR_RT2_HXB2,no,nofilter
PIC37858_24wk_RT2_DNA,PEPFAR_RT2_HXB2,no,nofilter
PIC66314_24wk_RT2_DNA,PEPFAR_RT2_HXB2,no,nofilter

